Month,DayofMonth,DayOfWeek,DepTime,Distance,dep_delayed_15min
53626,7,23,6,1305,895,0
46918,11,14,1,828,992,0
25401,6,14,2,1139,1416,0
21498,4,2,7,2202,515,1
12789,12,19,2,1907,1073,0
69228,7,19,2,1240,1088,0
86063,8,31,4,905,761,1
39439,2,21,2,1300,828,0
98762,12,13,2,1009,227,0
90800,6,1,3,1610,1235,0
8573,4,23,6,954,241,0
99593,3,24,4,1411,214,1
79026,7,10,1,1906,338,1
18889,5,27,6,722,1303,0
479,2,23,4,1507,1946,1
6799,6,21,2,1259,403,0
64967,12,21,4,1243,594,1
28847,3,26,6,1645,120,0
66794,10,29,6,1002,316,1
46169,4,28,4,1858,426,0
30611,10,28,6,1436,1608,0
4776,11,25,5,2155,756,0
89907,5,9,2,638,298,1
48632,3,22,2,1429,406,1
49877,3,19,7,1746,140,1
88474,8,13,6,703,116,0
78204,7,15,5,1113,129,0
49629,3,12,6,1319,337,1
53124,4,18,1,940,944,0
82034,8,1,2,1752,777,0
89425,8,15,2,140,2551,1
18055,10,12,4,1729,342,1
72168,6,16,4,706,606,0
41953,6,24,5,1255,507,1
51233,8,12,5,923,1608,0
34738,1,27,4,1958,1074,0
65158,4,24,7,1334,109,0
54398,10,27,5,721,391,0
39431,7,15,6,1515,347,0
94560,11,3,4,649,349,0
75823,3,27,7,1556,733,0
34392,4,2,7,1305,647,0
68877,8,12,6,1857,533,0
3194,1,15,7,1616,1189,1
81205,1,1,6,1236,155,0
69698,4,26,3,1150,425,0
42003,12,6,2,1817,1547,0
90669,5,4,4,1130,2565,1
3245,5,17,3,641,267,0
86567,5,25,3,1137,264,0
90966,9,26,2,1944,680,1
92448,7,9,6,1726,216,0
37354,2,6,7,2044,584,0
39164,8,29,2,823,480,0
67605,6,21,2,621,556,0
41523,11,28,2,1820,110,1
81779,7,30,7,551,1379,0
84793,12,1,4,1905,478,0
93290,3,15,3,1831,1703,0
69345,12,4,7,1340,862,0
68657,5,16,2,945,612,0
29108,5,26,5,1340,462,1
53726,11,24,4,836,921,0
23469,3,20,7,1052,416,0
77585,5,25,3,952,199,0
90677,9,8,5,1954,189,1
42836,3,21,1,1305,237,0
57143,6,20,1,1256,227,0
44725,1,24,1,2054,284,0
54886,7,28,5,109,2158,1
13129,8,10,4,1602,551,0
78343,5,7,7,2050,47,1
85222,9,5,2,803,100,0
2346,11,4,5,1100,148,0
97129,3,9,3,2145,366,1
92736,5,13,6,1120,892,0
36587,12,24,7,1607,2176,0
6101,2,26,6,1840,283,0
61192,12,1,5,2006,712,0
78352,2,28,2,1515,337,0
67916,6,26,1,831,1215,0
41265,6,4,6,748,1235,0
10288,12,4,7,1503,1303,1
14388,11,11,6,911,1571,0
60063,4,14,4,1716,238,0
81490,7,8,5,1524,354,0
40234,6,17,6,1930,328,0
80277,9,15,5,1909,964,0
99206,1,10,1,1553,259,0
1711,4,11,2,1554,390,0
88517,5,9,1,1805,972,1
45973,9,21,4,2042,732,0
53247,1,29,6,1444,668,0
50134,4,19,2,1155,712,0
68696,4,12,2,844,1865,0
74894,7,17,7,1242,1825,0
20934,12,2,5,809,1471,0
33739,10,21,6,1906,419,0
49711,9,23,6,2003,496,1
22654,11,26,7,1021,810,0
22340,10,25,3,641,399,0
65971,7,11,2,1128,948,0
97075,5,21,6,2109,933,1
88676,10,25,2,1139,89,0
84183,8,18,5,854,2283,0
27124,1,19,3,1003,986,0
35628,12,20,3,1300,595,0
90010,1,9,1,2023,191,0
17035,4,4,2,853,2553,0
97234,5,19,5,1420,155,0
37727,9,9,5,948,879,0
6087,6,21,2,1744,1201,0
99824,5,25,3,1717,542,0
71153,9,30,5,1401,678,0
8494,1,4,3,1506,680,0
11084,10,18,2,1726,334,0
89343,10,21,5,1155,842,1
36483,1,12,4,1638,121,1
50540,3,26,6,1756,214,0
96995,7,11,2,1408,1205,0
80400,3,13,7,637,1723,0
4663,6,18,7,1228,2966,0
47103,8,2,2,2015,342,0
49028,4,4,1,1128,1011,0
43210,8,9,2,1916,585,0
98861,1,5,3,1250,1957,1
18987,1,2,1,1219,826,1
51329,1,8,6,649,861,0
50222,8,10,4,1317,1372,1
74091,9,26,1,1422,844,0
10187,11,18,5,2123,449,0
34259,7,20,4,1840,1975,1
22911,3,20,7,1506,622,0
55231,4,16,6,1206,642,0
80225,5,9,1,1607,631,0
82103,1,31,1,946,432,0
56027,3,25,6,911,1300,0
6761,3,28,2,1402,235,1
64980,1,12,4,801,665,0
3102,5,27,5,912,374,0
18080,6,15,4,1128,783,0
36228,8,8,1,1318,112,1
85479,8,25,4,1129,550,1
41238,8,1,2,1437,1303,0
72622,9,22,4,1703,574,1
81323,8,26,5,827,862,0
14292,5,9,1,629,630,0
42210,3,24,4,1943,590,1
20527,6,30,5,1814,446,0
91043,4,14,5,2007,665,0
55720,2,24,5,1949,871,1
38127,6,8,4,827,2254,0
1804,1,13,4,1303,67,1
48865,4,11,1,1351,2139,0
63494,8,23,2,1906,455,0
5615,10,29,6,1758,314,0
52440,12,19,1,904,450,0
50889,9,13,3,2125,216,0
60054,1,1,6,1653,296,0
7539,3,24,4,1325,1040,0
16680,3,2,4,955,527,0
52435,3,3,4,630,700,0
11100,8,8,2,1940,134,0
3966,2,26,7,1405,957,1
74472,4,6,4,1122,540,0
9307,8,5,5,1310,895,0
63871,9,21,4,1440,522,0
21192,5,2,2,725,590,0
59734,8,30,2,1656,610,0
30406,6,26,7,1200,201,0
24661,4,14,4,1340,191,0
89334,4,19,2,710,1569,0
76354,11,16,3,855,484,0
66731,10,14,5,743,2553,0
13917,6,20,2,1359,489,1
53599,8,18,5,929,336,0
78573,11,14,1,1143,1222,0
61206,8,10,4,710,171,0
32748,9,25,7,1105,842,0
82544,5,23,1,605,762,0
96763,8,26,5,1050,732,0
36069,11,2,3,602,776,0
2158,5,10,2,1723,1605,0
59640,6,18,7,628,2253,0
33211,3,15,3,722,624,0
74495,1,4,2,831,2454,0
59821,4,26,2,1643,450,0
98024,8,29,2,814,212,1
81644,6,24,5,625,615,0
5763,5,10,2,1349,1428,0
10975,11,3,4,1535,859,0
82177,7,16,6,936,1303,0
78455,9,5,2,1237,1736,0
5591,11,9,3,1310,2329,0
71686,11,23,4,1505,247,0
48851,3,9,3,945,282,0
49437,7,31,1,1347,280,0
23500,11,22,2,1943,1927,0
98329,1,25,3,946,387,0
5634,6,3,5,1725,236,1
33127,9,30,6,2031,223,0
67172,1,29,6,1741,528,0
87435,7,6,3,2124,1076,1
54140,11,27,1,1136,829,0
82764,3,19,7,1235,223,1
83076,7,30,6,2019,408,0
9381,7,27,3,1914,1076,1
8205,9,26,2,954,557,0
37461,10,25,2,804,644,0
98095,10,5,3,1030,1013,0
57463,8,1,2,1629,651,0
29400,12,18,7,1748,173,1
85917,3,12,7,1012,983,0
57708,4,24,1,1147,299,0
88118,8,14,7,1900,321,0
96662,1,13,4,945,358,0
49191,9,15,4,1745,2125,0
86879,4,30,6,1048,680,0
537,7,18,1,715,255,0
64711,1,8,6,2100,370,0
73996,11,25,5,653,187,0
45389,3,19,7,2221,552,1
69958,4,3,1,1039,612,0
58738,5,31,3,1321,175,0
84845,4,1,5,1945,508,0
53615,6,21,2,1151,614,0
75906,3,22,3,954,783,0
33109,10,12,4,1249,532,0
78581,8,6,7,1753,978,0
2890,11,30,4,735,374,0
32683,8,20,7,1554,267,0
7005,2,15,3,1752,2288,0
40305,10,22,7,1656,1416,0
63746,12,19,2,1129,1235,0
16292,8,14,7,2055,341,1
76298,7,9,6,1447,958,1
64073,1,10,1,600,205,0
1703,10,18,3,639,589,0
38184,5,27,5,1755,339,0
60116,8,5,6,1143,1919,0
2840,1,21,6,938,1050,0
63019,3,1,2,815,895,0
15370,1,21,6,1415,932,0
4942,1,8,7,1041,700,0
47008,6,23,4,728,305,0
24755,7,18,1,1355,1562,1
36426,4,6,4,1848,868,1
63119,5,16,1,2045,440,0
52307,2,1,2,1925,775,0
78428,10,23,1,1428,137,1
98749,7,11,1,1852,391,1
7653,5,30,1,710,1068,0
66848,5,26,4,950,342,0
70681,10,20,4,828,547,0
3630,11,10,4,1542,192,0
93880,9,16,5,930,369,0
9878,8,12,5,1005,2165,0
3689,12,26,1,1236,501,0
63156,10,21,5,2121,438,0
64420,6,11,7,1422,1703,0
47988,8,3,4,956,957,0
31651,6,5,1,958,1726,0
51535,4,26,2,1346,112,0
39057,9,11,1,1141,895,0
69250,11,29,2,559,175,0
84143,5,21,7,926,590,0
30591,3,12,7,1832,1464,0
75673,2,5,7,1301,607,0
98859,11,9,4,1505,1199,0
34437,6,13,2,1308,2504,0
6259,7,10,7,920,371,0
12645,12,15,5,2005,288,0
54579,7,1,5,1418,528,0
32288,2,8,2,1509,267,0
76398,3,24,4,2155,605,1
98108,5,25,3,1441,196,0
97597,8,24,4,741,372,0
16305,8,25,4,1418,349,0
88898,6,24,6,1638,264,1
83551,3,31,4,1535,540,1
90632,4,22,5,2045,1249,1
8375,2,28,1,2020,1825,0
32259,8,14,1,711,256,0
48872,7,16,6,956,1562,0
67803,8,7,7,724,1310,0
29040,4,7,5,1223,391,1
612,2,2,4,1610,164,0
5882,12,29,5,1825,425,1
28013,12,15,4,1054,214,0
76217,10,11,3,958,135,0
84836,3,2,3,1217,787,0
16652,1,23,7,639,140,0
97685,6,25,6,1216,286,1
94429,12,22,4,826,631,0
64592,12,24,6,817,236,0
46734,5,24,2,844,921,0
88093,4,16,7,1554,292,0
22320,7,20,3,842,391,0
52304,12,7,4,816,957,0
79146,2,10,4,549,191,0
88599,4,12,2,1335,164,0
15077,4,15,6,1732,1205,0
44415,5,16,1,1134,2421,0
97283,4,6,3,1638,558,0
33741,4,2,7,623,1197,0
67892,11,27,1,1147,1222,0
50888,4,30,6,1719,109,0
58282,10,30,7,1050,247,0
22167,5,4,3,1158,238,0
57912,6,10,5,830,205,0
29821,4,3,7,2200,251,1
49321,10,2,1,1723,220,0
59796,2,20,7,1407,1076,1
17752,12,11,1,1614,248,0
56928,9,8,4,1046,1235,0
33236,4,15,5,1305,1999,0
35117,12,27,3,1310,173,0
17972,1,19,3,1039,364,0
9268,1,5,4,955,338,0
20688,8,2,3,1805,330,0
53644,7,6,3,859,1476,0
20304,3,21,2,2150,291,1
88591,1,10,1,740,1190,0
75177,8,29,1,715,1012,0
48501,11,15,3,919,201,0
12297,4,25,1,2330,171,0
36993,5,1,7,1145,761,0
98354,5,5,5,1210,200,0
34605,9,6,3,642,194,0
53208,5,9,2,1733,179,0
3345,1,31,1,939,89,0
32665,8,19,5,1818,770,0
30031,9,9,5,1737,394,0
19310,7,2,7,915,1087,0
82188,1,25,3,1400,377,0
29653,10,15,7,1313,758,1
73639,11,21,1,1859,554,0
90009,10,9,7,950,1968,0
55441,7,25,1,824,2066,0
14560,4,18,2,916,1020,0
54779,3,7,2,1416,122,0
23098,5,27,6,616,651,0
70669,8,27,6,1844,468,0
63658,8,18,4,1721,919,0
74259,6,4,6,1642,1222,0
38543,1,20,5,832,887,0
72712,3,9,4,2054,214,0
64677,6,23,4,520,307,0
57441,12,2,5,759,1235,0
56777,8,18,4,700,205,0
52674,5,6,5,2025,1626,0
98122,11,28,1,1556,708,0
95432,8,28,1,804,732,0
90522,5,14,7,1629,304,0
69008,11,20,7,1405,787,0
49752,11,30,4,701,1946,0
55127,7,10,7,2238,2133,0
17259,11,13,7,1640,612,0
60837,6,14,3,1808,329,0
35272,12,5,2,1009,403,0
32102,11,24,5,708,954,0
70535,11,22,3,1755,1400,0
21152,3,20,1,1318,629,1
20168,12,22,5,1719,1069,1
28285,8,26,5,656,383,0
3912,1,6,5,1416,2248,0
64106,9,28,3,1930,769,0
87983,11,3,4,1625,304,0
86862,2,5,6,649,1068,0
85594,12,13,2,1822,500,1
51571,3,9,4,939,201,0
87724,7,19,3,1615,2363,1
20805,9,23,5,1115,451,0
33232,11,10,4,1227,256,0
70045,6,17,6,1020,534,0
35032,4,15,6,1530,1185,0
77598,4,15,5,1804,1034,1
39886,10,18,2,830,239,0
81830,7,11,2,1605,345,1
5956,7,5,3,550,214,0
10712,12,20,2,1110,255,0
99770,11,11,5,1155,446,0
61680,3,13,7,1026,845,0
14322,1,19,4,639,526,0
73978,2,9,3,1058,659,0
28561,7,7,4,2250,930,1
23658,3,4,5,1340,610,0
19456,6,25,7,1123,866,0
40869,10,9,7,2230,235,0
73988,5,2,2,1809,657,0
71482,7,7,4,2039,712,1
76921,9,10,6,1736,562,0
31063,7,11,2,1130,462,0
87391,1,12,3,1245,170,0
67264,10,5,4,651,475,0
40314,12,31,6,1035,229,0
99035,2,23,4,556,258,0
83720,12,10,7,941,404,0
58929,2,6,1,1555,599,0
2842,7,31,7,1505,1900,0
18480,4,9,7,940,733,0
54180,12,6,3,1623,700,0
78442,6,1,4,850,1504,0
82195,11,6,7,1838,223,0
65302,5,1,7,2057,2475,0
72523,12,2,5,1957,1037,0
70408,4,12,2,650,248,0
95815,5,4,4,1556,214,0
58078,1,26,4,1545,719,0
89191,4,8,6,905,399,0
45702,12,16,6,1025,228,0
88138,5,28,6,2112,341,0
63179,6,13,1,1203,965,0
52743,3,21,1,1648,334,0
85667,12,18,1,642,1205,0
83603,10,27,4,911,1635,0
93927,7,22,5,855,802,0
21037,4,27,3,1440,871,0
76165,11,16,4,1037,376,0
75128,12,15,5,1013,328,1
65961,11,22,3,529,209,0
19679,5,31,2,2220,547,1
66972,7,27,4,1112,612,0
79952,6,9,4,1806,1210,0
44504,9,30,5,1007,810,1
64325,6,14,3,826,2586,0
95187,1,27,4,1340,291,0
99707,11,30,4,1946,629,1
72461,9,4,7,1047,267,0
69572,12,27,2,1750,102,0
96981,3,7,1,1334,1919,0
64997,9,30,6,1253,544,0
33842,5,6,6,1104,650,0
93427,9,29,5,1028,100,0
92687,1,19,3,1811,946,0
37046,4,14,4,752,595,0
58669,1,6,4,1157,563,1
82816,12,15,4,1021,116,1
48381,9,1,4,1729,468,0
12749,12,26,2,1746,228,0
22970,5,17,3,653,2139,0
20428,10,9,1,1251,669,0
22582,6,25,6,1514,719,0
77940,11,9,4,2304,1745,0
81543,7,7,4,531,581,0
92292,4,16,7,1258,402,0
38701,8,31,3,751,861,0
49345,8,20,7,727,602,0
13899,2,24,4,1400,1428,1
89347,2,24,5,1430,2475,1
29022,9,19,1,2032,1671,1
46364,12,4,1,921,443,0
19901,3,26,6,928,1454,0
51729,4,6,3,1359,109,0
37947,6,24,5,1701,2556,0
45302,7,3,1,1105,972,0
55426,2,7,2,938,361,0
16362,2,25,5,1113,329,0
41561,10,16,1,931,601,0
94122,4,3,7,933,1069,1
95669,10,8,7,1018,594,0
83774,4,23,7,1029,1201,0
360,5,27,5,1102,366,0
97903,1,12,3,1733,183,0
1422,3,4,5,1002,72,0
32296,4,9,7,1925,703,0
10475,4,22,6,1430,1205,1
47967,9,16,5,820,1737,0
17466,7,12,3,938,331,0
47857,1,1,6,1705,861,0
86706,6,2,4,725,491,0
91370,2,15,3,1301,861,0
64727,8,13,7,1432,487,1
43384,8,1,1,615,319,0
42869,1,5,4,2023,323,1
32883,6,9,5,649,843,0
79912,8,29,2,932,1671,1
96063,1,15,7,1720,296,0
92075,1,12,4,827,481,0
17314,11,4,5,741,351,0
63576,2,3,5,747,216,0
14903,3,10,4,1351,500,0
93686,3,28,1,831,1452,0
81078,4,24,1,1132,188,0
32791,2,5,6,2005,738,0
43341,9,23,5,2000,293,0
15137,3,9,3,1646,562,1
48080,5,16,2,1826,522,0
15678,11,9,3,1426,2486,0
56129,1,5,3,1608,1597,1
89744,7,19,3,1335,689,0
68109,5,4,4,1255,993,0
89731,8,13,7,909,1123,0
23992,6,1,4,730,2165,0
55271,8,12,5,1810,595,1
81468,11,28,2,1616,129,1
46650,12,26,2,934,1062,0
29038,1,3,2,1410,522,0
87732,3,3,5,1317,266,0
54762,8,3,4,1302,191,1
13173,10,6,5,700,569,0
287,2,27,7,1908,399,0
50504,7,14,4,1123,804,0
44118,6,9,5,609,954,0
47845,8,13,7,1046,458,0
79382,7,21,5,1430,402,1
34611,3,19,7,1514,1025,0
13431,7,26,2,1658,200,0
16010,2,14,2,1202,802,0
91238,6,16,5,1628,1235,0
35737,11,3,5,729,2075,0
50051,12,25,1,2150,1426,0
61416,6,8,4,1716,1182,0
60757,9,25,7,1705,1999,0
81345,8,23,2,1410,373,0
90443,1,23,1,1905,224,1
40887,12,28,4,1434,407,1
55787,2,28,1,1134,325,0
37009,4,4,2,1156,1900,0
84978,6,16,5,900,431,1
3616,12,20,3,1601,544,0
44230,11,13,1,723,305,0
76739,8,20,6,1333,689,1
27517,2,6,7,1733,213,0
24716,9,2,5,1127,1119,0
97419,10,3,1,1814,296,0
99200,5,15,1,600,462,0
23321,2,27,1,846,316,1
46925,2,18,5,1603,978,0
47599,11,29,3,1903,201,0
10263,6,4,7,1756,72,0
53260,3,15,3,855,1185,0
23227,9,13,2,1023,612,0
99271,11,6,1,724,110,1
16911,1,26,4,630,368,0
10741,9,7,4,942,546,0
55056,12,7,3,1038,873,0
65362,3,19,6,2130,1037,1
85461,5,3,3,1105,256,0
87956,12,14,4,1524,1085,0
16868,6,15,3,1256,719,0
75323,1,19,3,1825,872,0
47088,9,12,2,550,700,0
89295,8,17,4,932,1046,0
4590,5,15,1,1120,521,0
63859,12,18,7,921,376,0
8924,7,4,1,1742,1605,0
27648,1,20,4,1807,239,0
51346,6,12,1,643,797,0
41196,1,3,1,1245,256,0
7321,7,1,6,1638,817,1
33032,9,25,7,1512,867,0
52171,3,1,3,1921,625,0
76949,1,28,5,926,284,0
73001,5,6,6,1250,838,0
73418,12,5,2,1424,89,0
88289,3,1,2,1208,469,0
71560,11,8,2,1741,876,0
23970,5,6,5,1618,2342,1
93274,1,3,2,550,234,0
34372,9,17,6,547,925,0
61781,4,7,5,700,1989,0
60825,3,14,2,700,508,0
41431,8,29,1,1710,679,0
85126,9,27,2,1030,183,0
4818,8,20,6,839,247,0
39178,2,7,1,1351,1337,0
87219,11,16,4,1248,512,0
11014,9,15,5,2327,2066,0
52101,1,11,2,1851,919,0
48588,4,14,4,1355,777,1
95150,8,4,5,1838,1605,0
50082,4,6,4,1119,842,0
83925,5,17,3,940,1874,0
35329,7,10,7,2011,2176,0
41245,9,23,5,735,358,0
24689,8,10,3,1637,1020,1
51816,2,1,3,1333,1302,0
47202,4,26,3,648,541,0
34533,9,24,6,2057,209,0
42927,1,2,1,1000,448,0
2176,12,2,6,1614,197,1
46112,7,12,2,1622,2611,1
69380,1,10,1,946,640,0
67447,8,18,4,1934,606,1
42132,3,30,4,655,282,0
49870,10,6,5,1723,624,0
30667,4,9,7,735,920,0
48432,5,2,1,1616,607,0
15696,1,30,1,1323,557,0
55379,12,11,7,2004,1900,1
40580,7,7,5,1233,1302,0
71249,11,6,1,1148,569,0
41688,10,23,7,1305,646,0
6660,10,19,4,1742,446,0
98663,7,25,2,1830,717,0
92963,11,8,3,1732,1389,1
62041,4,9,6,2149,216,0
18198,2,23,3,855,335,0
20477,6,13,2,1423,740,0
1095,8,12,6,1059,1557,0
45821,2,23,4,931,200,0
63368,7,10,1,1514,253,0
16600,8,17,4,922,503,0
13852,12,29,5,2256,345,1
6502,5,3,3,1120,468,0
85084,7,1,6,536,304,0
81614,4,17,7,1556,109,0
22487,5,29,1,1232,278,0
62249,6,29,3,1607,2475,0
66603,9,19,2,1825,56,1
32890,7,22,6,2148,236,0
26061,9,8,4,1907,408,0
45882,11,12,7,2108,1069,0
16145,10,8,7,759,749,0
35599,10,24,2,1710,590,0
83387,8,29,2,1925,1449,0
87132,4,7,4,1600,420,0
56386,3,20,7,1200,276,1
78474,8,13,6,1228,221,0
8204,5,30,2,2119,284,1
1416,10,8,7,1809,270,0
60566,4,2,6,808,621,0
71252,9,19,1,1140,399,0
21407,10,16,7,1452,462,0
35815,6,11,6,1216,528,0
83620,12,11,1,1738,1449,0
42745,8,7,1,1609,422,0
49301,9,7,4,2348,762,1
77247,7,13,4,1234,429,1
75837,11,17,4,1650,551,0
76389,11,15,3,1427,403,0
81369,7,12,3,1255,276,1
44881,5,15,1,1954,354,1
6638,12,8,5,1010,431,1
85274,10,10,1,2013,513,1
3246,6,12,1,648,258,0
25049,12,4,7,1623,423,1
94619,3,10,4,1935,321,1
14642,10,18,3,1001,483,0
94235,2,28,1,745,528,0
86191,5,22,1,1247,1062,0
69938,12,9,5,745,845,0
43983,11,3,5,1336,717,1
22546,9,10,6,1646,4213,0
70592,11,15,3,830,2136,0
80513,9,22,4,2110,543,1
13731,8,17,4,1218,2565,1
2066,4,22,5,1932,540,1
16843,5,14,7,552,1449,0
33172,8,29,1,917,696,0
56654,9,5,2,1735,821,0
15622,6,29,3,1909,787,1
80973,12,10,7,655,329,0
6171,10,12,4,1101,451,0
83347,6,30,5,1818,1158,0
49160,8,28,1,756,2421,0
76497,6,1,3,2201,2153,0
86149,5,7,6,1850,883,0
79471,1,12,4,1652,143,0
10939,3,11,5,1717,697,0
28429,10,29,6,758,888,0
56506,9,4,1,1054,102,0
48368,8,13,6,1300,225,0
22805,10,27,5,1850,192,0
96580,6,13,2,2012,438,0
80159,12,1,5,1500,436,0
90123,9,22,5,619,1501,0
29286,3,4,5,1316,594,0
74162,5,16,2,1411,447,0
58666,10,7,6,1411,413,0
78764,4,2,7,1026,261,0
64916,8,2,3,1010,238,0
52045,10,26,4,2030,937,1
80060,1,31,1,720,1142,0
12526,7,11,1,858,1147,0
8001,7,5,2,959,802,0
26886,10,24,2,1744,992,0
99481,6,7,2,2141,109,0
98824,8,15,1,1840,539,0
8662,12,6,3,2222,158,0
87849,11,21,1,1235,432,0
98900,7,19,3,2022,581,1
8795,3,7,1,710,594,0
24195,11,15,2,1045,580,0
57047,6,12,1,1811,925,0
3580,3,2,3,1109,852,0
44788,12,2,6,757,1313,0
88042,3,30,4,2033,697,1
91819,10,6,4,1400,1846,0
6939,5,2,1,1139,151,0
36881,6,3,5,1055,214,0
17162,1,7,5,1025,169,0
74567,3,12,6,1105,191,0
94746,4,6,4,2115,611,0
66356,2,23,3,1955,354,1
13859,10,13,4,642,72,0
29776,10,21,5,1531,978,1
40817,7,8,5,1800,316,1
79574,2,18,5,753,992,0
42659,10,7,6,2352,2406,0
63347,12,13,2,1435,304,0
66532,12,30,6,652,1201,0
44389,9,25,1,2219,407,0
14088,4,15,5,1511,440,1
49042,12,7,3,1052,745,0
22822,9,26,1,613,888,0
97536,4,9,7,1515,719,1
54782,7,16,6,1059,213,0
58790,11,12,7,2101,283,1
85075,1,11,3,737,130,0
13819,9,30,6,648,1072,0
33790,11,9,3,1157,109,1
32871,10,21,6,1650,383,0
73118,12,4,1,1045,215,1
67846,2,2,4,1217,758,0
26038,1,29,7,1524,216,0
60139,8,17,4,605,130,0
94280,4,14,5,1213,164,0
82839,5,30,2,1224,120,0
21428,7,3,7,1645,237,0
30911,11,11,6,818,224,1
64542,3,29,2,1043,1069,1
86054,2,18,6,724,630,0
34455,4,30,7,1815,496,0
10050,12,7,3,905,460,0
42962,2,24,5,600,214,0
77025,12,15,5,1059,1020,1
11765,10,13,5,1136,1028,0
91575,4,12,2,1152,957,0
73051,12,30,6,1325,175,0
60360,6,15,3,735,228,0
11521,9,8,5,1159,3711,0
49483,10,26,4,1150,575,1
31287,2,13,7,1119,284,0
2023,5,28,7,737,1723,0
92233,4,27,4,1454,931,0
83911,5,12,5,919,607,1
68808,1,4,3,26,1545,1
51425,5,24,3,1217,1710,0
48823,4,17,1,709,491,0
5079,3,17,5,1459,521,0
70312,1,29,6,1231,802,0
43698,10,2,1,1937,175,0
94655,12,17,6,1255,70,0
35487,1,26,4,558,139,0
33955,11,19,6,1707,416,0
46799,12,12,1,1204,370,0
44977,8,2,2,1852,1597,0
90432,11,10,5,814,367,0
97133,9,5,2,1442,1750,0
27717,12,4,1,1848,129,0
99875,6,18,6,728,732,0
55337,11,30,4,1051,977,1
41168,12,6,2,2329,147,1
6153,9,5,1,1441,228,0
39829,5,23,1,1000,312,0
43065,6,30,5,2118,1197,1
13870,2,15,3,1355,495,0
21936,3,14,1,1405,728,0
85110,12,14,3,625,588,0
66195,12,22,5,11,1747,1
77675,5,3,3,2106,1027,0
67488,2,6,7,1404,1855,0
97375,8,12,6,1829,1276,1
69753,7,24,7,2131,545,0
6674,9,24,7,1628,1172,0
84299,4,27,4,1710,1056,0
67371,9,4,1,2016,484,0
43574,11,27,1,1249,602,0
8651,1,2,7,840,190,0
71933,12,29,5,1130,1043,0
52806,7,19,2,1213,109,0
76283,6,25,6,1034,371,0
10059,5,2,2,743,956,0
62763,10,14,6,1754,1093,0
51989,9,14,4,534,89,0
85581,8,5,6,1159,1844,0
98664,4,24,1,2127,2066,0
61522,5,2,1,652,334,0
81813,6,24,5,1435,361,1
60002,11,16,4,1227,1536,1
75801,8,1,1,2045,519,0
68458,10,13,4,1055,215,0
83830,4,25,1,1510,503,0
26596,4,20,3,1035,371,0
53829,6,16,4,2237,418,1
35782,8,5,5,1341,545,0
44632,5,12,4,1239,585,0
37416,3,6,7,1833,383,0
8730,6,10,6,1020,406,0
52442,2,22,3,930,677,0
92802,4,17,1,2302,140,1
70266,9,7,3,2028,214,0
25593,2,9,4,2002,399,0
44538,4,23,6,955,109,0
97834,8,24,4,1502,410,1
8273,7,9,6,1206,1608,0
47862,5,8,1,1413,501,0
111,10,24,2,1557,1891,0
25517,11,14,1,1303,1208,0
84060,4,16,7,1655,666,1
71478,10,30,1,1106,1506,0
62591,1,17,2,1301,906,0
93233,12,15,5,1549,109,1
9343,9,25,7,1244,809,0
29729,6,30,5,1003,1674,0
40065,6,2,4,2310,429,0
46361,5,15,7,1836,592,0
55723,12,27,2,2100,197,0
18115,4,18,1,1924,169,0
1285,1,27,4,805,345,0
229,10,1,7,1337,1028,1
32105,5,1,7,852,1123,0
34044,4,24,1,1420,255,0
55101,6,24,5,1215,352,0
53821,2,8,2,1735,291,1
95287,8,11,5,956,449,1
1507,6,27,2,1024,373,0
68372,7,20,4,2157,366,1
16067,12,3,7,711,196,0
29632,4,19,2,1010,236,0
47705,12,19,2,1136,342,0
9137,6,5,7,1827,997,1
91999,6,15,3,1350,220,0
49727,7,18,2,954,1041,0
61216,9,1,4,2148,702,0
34755,12,30,5,2255,56,1
4863,3,21,1,732,606,0
92121,7,16,6,1147,255,1
62214,7,23,6,854,383,0
20794,5,5,5,738,1038,0
9561,12,28,3,1918,1460,0
57240,6,13,1,1027,383,0
47665,3,15,2,833,526,0
61742,4,10,7,954,256,0
19961,3,23,3,1554,175,1
3060,4,8,5,1549,377,0
27647,12,28,4,1605,1403,0
62257,8,7,7,724,489,0
84051,12,19,2,656,332,0
69446,2,7,1,707,416,0
81131,6,9,4,1004,957,0
36280,7,27,4,831,1900,0
60712,4,18,2,735,780,1
74174,10,22,7,1805,122,0
8062,8,15,1,848,328,0
4518,11,2,3,1453,595,0
30075,12,19,2,1812,328,1
48421,2,27,7,2350,633,1
19402,5,26,5,1147,135,1
64347,7,29,6,1551,251,1
49309,4,15,6,203,866,1
86108,4,5,3,2144,487,1
48636,4,22,5,1003,1345,0
5661,3,22,3,1816,1011,0
61550,3,16,4,714,156,0
90082,4,1,6,1243,718,0
92411,10,5,4,1043,259,1
46881,10,7,6,1328,445,0
52151,10,7,5,1329,89,0
50251,12,30,5,1420,1750,0
13887,10,26,3,801,196,0
57474,4,16,7,852,147,0
29877,1,15,7,1050,550,0
38565,7,31,1,855,508,0
38904,4,14,5,1730,764,0
74037,4,22,5,1215,134,0
10561,7,8,5,938,2465,1
91228,3,8,3,743,948,0
83187,10,9,7,1128,358,0
44190,9,27,2,1305,992,0
12160,4,10,1,1920,404,1
90022,10,6,5,711,491,0
18366,3,31,4,1549,1197,1
